index,l(w),l(x),l(y),l(xy),l(yx),l(y*x),l(y\lefttriangle x),\mu_1,\mu_2,\mu_3,\mu_4,\mu_5,\delta(x_12),\delta(x_13),\delta(x_14),\delta(x_15),\delta(x_23),\delta(x_24),\delta(x_25),\delta(x_34),\delta(x_35),\delta(x_45),\delta(y^-1_12),\delta(y^-1_13),\delta(y^-1_14),\delta(y^-1_15),\delta(y^-1_23),\delta(y^-1_24),\delta(y^-1_25),\delta(y^-1_34),\delta(y^-1_35),\delta(y^-1_45),dimension,components
3936,56,4,6,6,8,9,4,5,4,0,-3,-6,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,31,24
3937,56,6,6,6,6,9,3,6,2,1,-4,-5,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,31,6
3938,58,7,7,6,4,9,2,5,3,2,-4,-6,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,31,1
3939,62,6,6,6,6,9,2,6,4,-1,-3,-6,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,34,18
3940,38,4,4,6,8,8,2,5,1,-1,-2,-3,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,23,11
3941,32,5,5,6,6,8,2,3,2,0,-2,-3,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,19,7
3942,42,5,5,6,6,8,2,4,2,0,-1,-5,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,24,12
3943,46,2,6,6,8,8,5,4,3,1,-2,-6,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,26,14
3944,44,6,6,6,6,9,2,4,2,1,-2,-5,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,24,1
3945,46,4,10,6,6,10,6,4,3,2,-3,-6,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,26,13
3946,42,6,6,6,6,9,3,5,1,0,-2,-4,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,24,9
3947,36,9,5,6,6,10,0,3,2,0,-2,-3,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,21,6
3948,58,6,8,6,4,10,3,6,3,0,-3,-6,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,31,1
3949,48,9,5,6,6,10,0,4,2,1,-2,-5,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,27,13
3950,48,4,4,6,6,7,2,5,2,0,-2,-5,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,27,4
3951,36,4,8,6,4,10,4,4,2,0,-2,-4,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,20,1
3952,48,7,1,6,6,7,0,5,1,0,-2,-4,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27,11
3953,48,4,6,6,8,9,5,6,1,0,-2,-5,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,27,12
3954,72,10,4,6,6,10,0,6,4,1,-5,-6,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,39,30
3955,44,4,8,6,4,10,4,5,2,0,-2,-5,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,24,1
3956,32,5,9,6,4,10,4,3,2,1,-2,-4,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,18,1
3957,66,9,5,6,6,10,1,6,4,-1,-3,-6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,36,15
3958,48,3,7,6,8,9,6,6,1,0,-1,-6,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,28,15
3959,50,3,7,6,8,9,6,5,3,0,-2,-6,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,29,79
3960,54,4,6,6,8,9,5,6,2,0,-2,-6,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,31,44
3961,50,6,8,6,6,10,3,5,2,1,-2,-6,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,27,1
3962,52,5,5,6,6,9,3,6,3,-2,-3,-4,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,29,1
3963,44,7,5,6,6,10,2,4,2,1,-3,-4,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,25,4
3964,60,4,6,6,8,9,4,6,3,1,-4,-6,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,34,85
3965,54,5,7,6,6,10,4,5,3,1,-3,-6,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,30,9
3966,16,2,6,6,8,8,6,2,1,0,-1,-2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,12,3
3967,52,4,2,6,4,5,1,5,2,1,-3,-5,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,28,1
3968,56,2,4,6,6,6,4,6,3,-1,-2,-6,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,31,15
3969,60,4,8,6,8,10,6,6,3,2,-5,-6,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,34,29
3970,40,7,3,6,8,9,0,3,2,1,-2,-4,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,24,19
3971,56,4,4,6,6,7,2,5,4,0,-4,-5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,31,6
3972,52,5,5,6,6,9,3,6,2,-1,-2,-5,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,29,18
3973,60,2,8,6,6,8,6,6,5,-1,-4,-6,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,33,5
3974,52,3,9,6,6,10,6,5,3,2,-4,-6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,29,15
3975,48,4,4,6,6,7,2,5,2,0,-2,-5,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,27,12
3976,54,3,3,6,6,6,2,5,3,1,-4,-5,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,30,16
3977,62,3,3,6,6,6,2,5,4,2,-5,-6,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,34,21
3978,42,6,4,6,8,9,2,3,2,1,0,-6,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,25,3
3979,40,2,4,6,4,5,3,5,1,0,-2,-4,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,22,1
3980,36,7,5,6,8,10,3,4,1,0,-2,-3,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,22,35
3981,52,3,9,6,6,10,6,6,2,1,-3,-6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,29,12
3982,60,5,5,6,6,9,3,6,3,0,-3,-6,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,33,27
3983,54,5,1,6,6,6,0,5,2,0,-1,-6,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,17
3984,48,7,3,6,8,9,0,5,2,-1,-2,-4,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,28,56
3985,54,7,3,6,8,9,0,5,2,0,-1,-6,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,31,100
3986,50,1,5,6,6,6,5,5,4,-1,-3,-5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,28,14
3987,30,0,6,6,6,6,6,4,1,0,-1,-4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,17,1
3988,34,4,4,6,4,7,2,3,2,0,-1,-4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,19,1
3989,46,6,6,6,8,10,4,6,1,-1,-2,-4,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,27,50
3990,32,6,6,6,8,10,4,3,2,0,-2,-3,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,20,11
3991,44,4,2,6,6,6,1,5,1,0,-2,-4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,25,9
3992,58,4,2,6,6,6,1,6,2,1,-4,-5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,32,16
3993,46,2,6,6,4,6,4,6,2,-1,-3,-4,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,25,1
3994,68,5,1,6,4,5,0,6,4,0,-4,-6,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,36,1
3995,44,4,4,6,4,7,2,4,2,1,-2,-5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,24,1
3996,44,4,4,6,4,7,2,5,1,0,-1,-5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,24,1
3997,50,2,6,6,4,6,4,6,2,0,-3,-5,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,27,1
3998,34,5,5,6,6,9,3,4,1,0,-2,-3,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,20,6
3999,54,4,2,6,6,6,1,6,2,-1,-2,-5,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,30,7
4000,54,4,4,6,4,7,2,6,2,0,-3,-5,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,29,1
4001,55,9,6,5,5,10,0,6,3,-2,-3,-4,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,30,3
4002,65,6,7,5,5,10,3,6,4,1,-5,-6,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,35,2
4003,49,4,9,5,5,10,5,5,4,-1,-3,-5,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,27,1
4004,31,5,10,5,5,10,5,3,2,1,-2,-4,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,18,1
4005,35,7,8,5,5,10,2,4,2,-1,-2,-3,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,20,3
4006,57,7,8,5,5,10,3,6,4,-2,-3,-5,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,31,1
4007,51,0,5,5,5,5,5,6,2,0,-2,-6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,28,3
4008,55,4,9,5,5,10,5,6,3,0,-3,-6,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,30,2
4009,61,7,4,5,5,8,0,6,3,0,-4,-5,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,33,3
4010,37,4,9,5,5,10,5,4,2,0,-1,-5,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,21,3
4011,53,2,7,5,5,8,5,6,2,1,-3,-6,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,29,5
4012,57,5,6,5,7,9,4,6,3,-1,-2,-6,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,32,27
4013,55,9,6,5,5,10,0,4,3,2,-3,-6,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,30,3
4014,53,7,4,5,5,8,0,5,4,-2,-3,-4,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,29,1
4015,51,8,7,5,5,10,1,5,2,0,-1,-6,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,28,7
4016,61,8,7,5,5,10,1,6,3,0,-3,-6,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,33,9
4017,65,8,7,5,5,10,1,6,3,2,-5,-6,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,35,5
4018,53,3,8,5,5,10,5,6,2,1,-3,-6,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,29,5
4019,47,7,6,5,5,10,1,4,2,1,-1,-6,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,26,2
4020,47,4,7,5,5,9,4,5,3,-1,-2,-5,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,26,3
4021,53,5,2,5,7,7,1,4,3,2,-4,-5,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,30,30
4022,69,7,4,5,7,9,1,6,4,1,-5,-6,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,38,14
4023,71,8,3,5,5,9,0,6,4,1,-5,-6,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,38,2
4024,45,10,5,5,5,10,0,4,2,0,-2,-4,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,25,3
4025,51,7,4,5,9,10,3,5,2,0,-2,-5,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,30,125
4026,57,4,1,5,5,5,1,5,3,0,-2,-6,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31,3
4027,63,5,2,5,7,7,1,6,4,-1,-4,-5,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,35,15
4028,41,8,5,5,7,10,2,5,1,-1,-2,-3,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,24,18
4029,47,9,4,5,5,10,0,4,2,0,-1,-5,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,26,5
4030,55,6,1,5,5,6,0,5,2,1,-3,-5,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,30,4
4031,35,4,3,5,7,7,2,4,1,0,-2,-3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,21,4
4032,47,3,4,5,5,6,2,5,2,0,-2,-5,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,26,3
4033,43,8,5,5,7,10,2,4,2,0,-2,-4,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,25,15
4034,45,4,3,5,7,7,2,5,1,0,-1,-5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,26,15
4035,53,5,4,5,9,9,3,5,2,1,-2,-6,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,31,60
4036,43,3,2,5,5,5,2,5,1,0,-2,-4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,24,6
4037,55,5,6,5,7,9,4,5,3,1,-3,-6,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,31,27
4038,51,7,4,5,7,9,1,4,3,1,-3,-5,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,29,6
4039,61,4,5,5,7,8,2,5,4,2,-5,-6,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,34,1
4040,41,3,4,5,5,6,3,5,1,0,-2,-4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,23,2
4041,57,4,5,5,7,8,3,6,2,1,-3,-6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,32,15
4042,48,2,6,6,6,7,5,6,2,-1,-2,-5,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,27,12
4043,50,7,7,6,6,10,3,5,3,-1,-2,-5,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,28,10
4044,54,2,6,6,6,7,5,6,4,-2,-3,-5,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,30,3
4045,54,4,10,6,6,10,6,5,4,1,-4,-6,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,30,6
4046,44,2,4,6,6,6,3,5,2,0,-3,-4,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,25,2
4047,42,2,8,6,6,8,6,5,2,0,-2,-5,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,24,4
4048,48,1,7,6,6,7,6,6,2,0,-3,-5,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,27,21
4049,54,6,8,6,6,10,4,5,4,0,-4,-5,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,30,9
4050,60,3,9,6,6,10,6,6,5,-1,-4,-6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,33,7
4051,54,2,6,6,6,7,5,5,3,2,-4,-6,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,30,3
4052,64,6,8,6,6,10,4,6,4,1,-5,-6,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,35,16
4053,42,1,7,6,6,7,6,5,2,0,-2,-5,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,24,4
4054,60,8,6,6,6,10,2,6,3,-1,-2,-6,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,33,15
4055,26,7,1,6,6,7,0,2,1,0,-1,-2,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,16,8
4056,56,7,1,6,6,7,0,4,3,2,-4,-5,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,31,8
4057,46,8,4,6,6,10,1,5,1,0,-2,-4,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,26,21
4058,58,3,3,6,6,6,1,6,2,1,-3,-6,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,32,18
4059,68,6,0,6,6,6,0,6,4,-1,-3,-6,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,24
4060,56,8,2,6,6,8,0,4,3,1,-2,-6,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,31,12
4061,56,8,4,6,6,10,1,6,2,-1,-2,-5,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,31,24
4062,42,3,3,6,6,6,1,4,3,-1,-2,-4,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,24,8
4063,58,9,3,6,6,10,0,6,2,-1,-2,-5,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,32,24
4064,66,4,4,6,6,7,1,6,5,-1,-4,-6,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,36,16
4065,59,8,7,5,5,10,2,6,3,-1,-2,-6,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,32,3
4066,49,4,9,5,5,10,5,5,3,1,-4,-5,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,27,5
4067,33,3,4,5,7,7,2,4,1,0,-2,-3,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,20,2
4068,55,6,5,5,9,10,3,5,4,-1,-3,-5,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,32,72
4069,55,8,7,5,5,10,2,5,4,-1,-3,-5,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,30,2
4070,63,7,4,5,7,9,2,6,4,-1,-4,-5,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,35,18
4071,59,6,5,5,9,10,3,6,3,0,-4,-5,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,34,90
4072,67,7,4,5,7,9,2,6,5,-2,-3,-6,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,37,6
4073,61,3,4,5,7,7,2,6,3,1,-4,-6,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,34,10
4074,61,8,7,5,5,10,2,6,3,0,-3,-6,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,33,3
4075,41,6,1,5,5,6,0,4,1,0,-1,-4,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23,6
4076,55,7,2,5,5,7,0,5,2,1,-3,-5,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,30,6
4077,67,7,2,5,5,7,0,6,3,1,-4,-6,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,36,8
4078,35,6,9,5,5,10,4,3,2,1,-1,-5,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,20,1
4079,27,5,6,5,9,10,4,3,1,0,-1,-3,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,18,6
4080,63,8,3,5,5,8,0,5,4,0,-3,-6,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,34,2
4081,59,9,6,5,5,10,1,6,2,1,-4,-5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,32,7
4082,55,9,4,5,5,10,0,5,3,-1,-2,-5,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,30,4
4083,45,8,7,5,5,10,2,4,2,1,-2,-5,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,25,5
4084,63,9,4,5,5,10,0,5,4,0,-3,-6,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,34,2
4085,41,6,5,5,9,10,3,4,2,0,-2,-4,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,25,14
4086,61,9,4,5,5,10,0,5,4,0,-4,-5,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,33,2
4087,57,5,4,5,9,9,2,5,4,0,-4,-5,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,33,90
4088,59,6,7,5,7,10,4,6,4,-1,-4,-5,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,33,22
4089,53,1,4,5,5,5,4,5,4,0,-4,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,29,8
4090,61,3,2,5,5,5,1,6,4,-1,-4,-5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,33,2
4091,53,2,3,5,5,5,2,5,4,-1,-3,-5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,29,1
4092,57,1,4,5,5,5,4,5,4,1,-4,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,31,6
4093,55,2,3,5,5,5,2,6,2,1,-4,-5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,30,4
4094,31,1,4,5,5,5,4,4,1,0,-2,-3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,18,4
4095,47,5,8,5,5,10,4,5,3,-1,-2,-5,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,26,2
4096,51,7,4,5,7,9,2,4,3,0,-1,-6,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,29,36
4097,35,5,4,5,9,9,2,3,2,0,-1,-4,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,21,25
4098,49,4,1,5,5,5,0,5,2,0,-3,-4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,27,3
4099,51,1,4,5,5,5,4,6,2,0,-3,-5,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,28,7
4100,67,6,3,5,7,8,1,6,4,0,-4,-6,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,37,36
4101,43,0,5,5,5,5,5,5,2,0,-2,-5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,24,6
4102,53,5,4,5,9,9,2,5,3,0,-3,-5,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,31,70
4103,43,3,6,5,7,8,4,4,3,0,-2,-5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,25,18
4104,49,5,4,5,9,9,2,6,1,0,-3,-4,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,29,25
4105,62,8,8,4,4,10,2,5,4,2,-5,-6,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,33,1
4106,66,7,7,4,6,10,3,6,4,1,-5,-6,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,36,15
4107,46,5,9,4,4,10,4,6,2,-1,-3,-4,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,25,1
4108,20,6,6,4,8,10,4,2,1,0,-1,-2,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,14,4
4109,54,4,2,4,4,5,1,4,3,2,-3,-6,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,29,1
4110,48,4,6,4,8,9,3,4,3,1,-2,-6,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,28,59
4111,68,7,7,4,6,10,3,6,5,0,-5,-6,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,37,15
4112,56,5,9,4,4,10,4,5,4,1,-4,-6,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,30,1
4113,58,4,4,4,6,7,2,6,4,-2,-3,-5,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,32,1
4114,38,3,7,4,6,8,5,5,1,0,-2,-4,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,22,7
4115,22,8,6,4,4,10,1,2,1,0,-1,-2,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,13,1
4116,42,5,9,4,4,10,4,4,3,0,-2,-5,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,23,1
4117,28,6,6,4,6,10,3,3,1,0,-1,-3,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,17,5
4118,50,6,8,4,6,10,4,6,2,-1,-2,-5,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,28,17
4119,50,7,9,4,4,10,3,6,2,-1,-2,-5,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,27,1
4120,36,8,8,4,4,10,2,4,1,0,-1,-4,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,20,1
4121,44,9,7,4,4,10,1,4,3,-1,-2,-4,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,24,1
4122,62,3,7,4,6,8,5,6,5,-1,-4,-6,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,34,12
